Production Companies,Film Title,Filming Location,Stars,Director,Genres,URL,Release Date
Two Cities Films;Aquila Cinematografica,Prelude to Fame,United Kingdom;Italy,Guy Rolfe;Kathleen Byron;Kathleen Ryan,Fergus McDonell,Drama,https://www.imdb.com/title/tt0042856/?ref_=adv_li_tt,"May 2, 1950"
Gaumont British Picture Corporation,Man of Affairs,United Kingdom,George Arliss;Romilly Lunge;Rene Ray,Herbert Mason,Adventure;Comedy;Romance,https://www.imdb.com/title/tt0027749/?ref_=adv_li_tt,November 1936
Associated British Picture Corporation (ABPC),Footsteps in the Sand,United Kingdom,Joan Marion;Raymond Massey;Elliott Mason,Paul L. Stein,Crime;Drama;Mystery,https://www.imdb.com/title/tt0029919/?ref_=adv_li_tt,"January 9, 1939"
Gainsborough Pictures;Gaumont British Picture Corporation,A Warm Corner,United Kingdom,Leslie Henson;Heather Thatcher;Austin Melford,Victor Saville,Comedy;Romance,https://www.imdb.com/title/tt0021532/?ref_=adv_li_tt,"September 30, 1930"
Concanen Productions;Derrick De Marney Productions,No Way Back,United Kingdom,Terence de Marney;Eleanor Summerfield;Jack Raine,Stefan Osiecki,Crime;Drama,https://www.imdb.com/title/tt0041695/?ref_=adv_li_tt,July 1949
Anvil Films,The Desperate Men,United Kingdom,Lee Patterson;Ann Sears;Hilton Edwards,Paul Rotha,Crime;Drama,https://www.imdb.com/title/tt0177615/?ref_=adv_li_tt,August 1958
Harry Reynolds Productions,Temptations,United Kingdom,John Stuart;Henry Oscar;Marie Burke,Oswald Mitchell,Thriller,https://www.imdb.com/title/tt0041626/?ref_=adv_li_tt,May 1949
Hammer Films,Meet Simon Cherry,United Kingdom,Hugh Moxey;Jeannette Tregarthen;Anthony Forwood,Godfrey Grayson,Crime;Drama;Mystery,https://www.imdb.com/title/tt0042724/?ref_=adv_li_tt,November 1949
Lawrie Productions;British Lion Film Corporation;Shepperton Studios,Pacific Destiny,United Kingdom,Denholm Elliott;Susan Stephen;Felix Felton,Wolf Rilla,Drama,https://www.imdb.com/title/tt0049588/?ref_=adv_li_tt,"June 5, 1956"
Herbert Wilcox Productions,The Frog,United Kingdom,Noah Beery;Jack Hawkins;Richard Ainley,Jack Raymond,Adventure;Crime;Mystery;Romance;Thriller,https://www.imdb.com/title/tt0027646/?ref_=adv_li_tt,"March 23, 1937"
Herbert Wilcox Productions,Katy's Love Affair,United Kingdom,Anna Neagle;Michael Wilding;Gladys Young,Herbert Wilcox,Drama,https://www.imdb.com/title/tt0039281/?ref_=adv_li_tt,"April 11, 1947"
Marksman Productions Ltd.,Keep It Clean,United Kingdom,Ronald Shiner;James Hayter;Diane Hart,David Paltenghi,Comedy,https://www.imdb.com/title/tt0049400/?ref_=adv_li_tt,"May 1, 1956"
Julius Hagen Productions,The Lost Chord,United Kingdom,John Stuart;Elizabeth Allan;Mary Glynne,Maurice Elvey,Drama,https://www.imdb.com/title/tt0156748/?ref_=adv_li_tt,April 1933
London Film Productions,Over Night,United Kingdom,Robert Donat;Pearl Argyle;Miles Mander,Rowland V. Lee,Crime;Drama,https://www.imdb.com/title/tt0023573/?ref_=adv_li_tt,"November 4, 1932"
Danziger Productions Ltd.,Night Train for Inverness,United Kingdom,Norman Wooland;Jane Hylton;Dennis Waterman,Ernest Morris,Drama,https://www.imdb.com/title/tt0054121/?ref_=adv_li_tt,January 1960
Gainsborough Pictures,Dear Octopus,United Kingdom,Margaret Lockwood;Michael Wilding;Celia Johnson,Harold French,Comedy;Drama,https://www.imdb.com/title/tt0035785/?ref_=adv_li_tt,"September 20, 1943"
Romulus Films;Remus Films,Dry Rot,United Kingdom,Ronald Shiner;Brian Rix;Sidney James,Maurice Elvey,Comedy,https://www.imdb.com/title/tt0049163/?ref_=adv_li_tt,"October 31, 1956"
Metro-Goldwyn-Mayer (MGM);Ealing Studios,Davy,United Kingdom,Harry Secombe;Ron Randell;George Relph,Michael Relph,Comedy;Drama,https://www.imdb.com/title/tt0050293/?ref_=adv_li_tt,"January 2, 1958"
British & Dominions Film Corporation,Once a Thief,United Kingdom,John Stuart;Derek Gorst;Frederick Culley,George Pearson,Crime,https://www.imdb.com/title/tt0128380/?ref_=adv_li_tt,"June 14, 1935"
David Henley Productions,Murder at 3am,United Kingdom,Dennis Price;Peggy Evans;Rex Garner,Francis Searle,Crime;Drama;Mystery,https://www.imdb.com/title/tt0046106/?ref_=adv_li_tt,July 1953
Gainsborough Pictures,Where There's a Will,United Kingdom,Will Hay;Graham Moffatt;H.F. Maltby,William Beaudine,Comedy,https://www.imdb.com/title/tt0028496/?ref_=adv_li_tt,"June 16, 1936"
Associated Talking Pictures (ATP),Autumn Crocus,United Kingdom,Ivor Novello;Fay Compton;Muriel Aked,Basil Dean,Drama;Romance,https://www.imdb.com/title/tt0024848/?ref_=adv_li_tt,"January 29, 1934"
Pinnacle Productions,Tony Draws a Horse,United Kingdom,Cecil Parker;Anne Crawford;Derek Bond,John Paddy Carstairs,Comedy,https://www.imdb.com/title/tt0043055/?ref_=adv_li_tt,June 1950
Kenilworth Film Productions,The Hornet's Nest,United Kingdom,Paul Carpenter;June Thorburn;Marla Landi,Charles Saunders,Comedy;Crime;Drama,https://www.imdb.com/title/tt0126950/?ref_=adv_li_tt,May 1955
British & Dominions Film Corporation,The Village Squire,United Kingdom,David Horne;Leslie Perrins;Moira Lynd,Reginald Denham,Comedy,https://www.imdb.com/title/tt0027175/?ref_=adv_li_tt,"April 16, 1935"
Hammer Films,Family Affair,United Kingdom,Bebe Daniels;Ben Lyon;Richard Lyon,Val Guest,Comedy,https://www.imdb.com/title/tt0047179/?ref_=adv_li_tt,"May 25, 1954"
London Film Productions,Men of Tomorrow,United Kingdom,Maurice Braddell;Joan Gardner;Emlyn Williams,Leontine Sagan;Zoltan Korda,Drama,https://www.imdb.com/title/tt0024326/?ref_=adv_li_tt,"September 29, 1932"
Sterling Film Company,Tilly of Bloomsbury,United Kingdom,Sydney Howard;Phyllis Konstam;Richard Bird,Jack Raymond,Comedy,https://www.imdb.com/title/tt0022483/?ref_=adv_li_tt,"April 29, 1931"
Monarch Productions Limited;William Gell Productions,A Yank in Ermine,United Kingdom,Peter M. Thompson;Noelle Middleton;Harold Lloyd Jr.,Gordon Parry,Comedy,https://www.imdb.com/title/tt0048815/?ref_=adv_li_tt,"December 12, 1955"
British International Pictures (BIP),It's a Bet,United Kingdom,Gene Gerrard;Helen Chandler;Judy Kelly,Alexander Esway,Comedy,https://www.imdb.com/title/tt0026538/?ref_=adv_li_tt,1935
Fox Film Company,Late Extra,United Kingdom,James Mason;Virginia Cherrill;Alastair Sim,Albert Parker,Crime;Drama,https://www.imdb.com/title/tt0026610/?ref_=adv_li_tt,"November 19, 1935"
Associated British Picture Corporation (ABPC),Sands of the Desert,United Kingdom,Charlie Drake;Peter Arne;Sarah Branch,John Paddy Carstairs,Comedy,https://www.imdb.com/title/tt0054266/?ref_=adv_li_tt,"September 8, 1960"
RKO Radio British Productions,Escape to Danger,United Kingdom,Eric Portman;Ann Dvorak;Karel Stepanek,Lance Comfort;Victor Hanbury,Action;Romance;Thriller;War,https://www.imdb.com/title/tt0036798/?ref_=adv_li_tt,"October 18, 1943"
Capitol Film Corporation,Forbidden Music,United Kingdom,Richard Tauber;Jimmy Durante;Diana Napier,Walter Forde,Comedy;Musical,https://www.imdb.com/title/tt0027866/?ref_=adv_li_tt,"October 8, 1936"
British International Pictures (BIP),The Dreyfus Case,United Kingdom,Cedric Hardwicke;Charles Carson;George Merritt,F.W. Kraemer;Milton Rosmer,Biography;Drama,https://www.imdb.com/title/tt0021819/?ref_=adv_li_tt,"April 20, 1931"
British National Films,Welcome Mr Washington,United Kingdom,Barbara Mullen;Donald Stewart;Peggy Cummins,Leslie S. Hiscott,Drama;War,https://www.imdb.com/title/tt0135048/?ref_=adv_li_tt,"May 18, 1944"
Grendon Films,Children Galore,United Kingdom,Eddie Byrne;June Thorburn;Betty Ann Davies,Terence Fisher,Comedy,https://www.imdb.com/title/tt0046853/?ref_=adv_li_tt,February 1955
Westminster Films,His Lordship,United Kingdom,Jerry Verno;Janet McGrew;Ben Welden,Michael Powell,Comedy;Musical,https://www.imdb.com/title/tt0023010/?ref_=adv_li_tt,"June 2, 1932"
Faun Film Productions;Ealing Studios,Wherever She Goes,United Kingdom;Australia,Eileen Joyce;Suzanne Parrett;Muriel Steinbeck,Michael Gordon,Drama,https://www.imdb.com/title/tt0046544/?ref_=adv_li_tt,"July 6, 1951"
British International Pictures (BIP);Elstree,You Made Me Love You,United Kingdom,Stanley Lupino;Thelma Todd;John Loder,Monty Banks,Comedy;Musical;Romance,https://www.imdb.com/title/tt0024794/?ref_=adv_li_tt,"August 3, 1933"
Herbert Wilcox Productions;British & Dominions Film Corporation,Come Out of the Pantry,United States;United Kingdom,Jack Buchanan;Fay Wray;James Carew,Jack Raymond,Musical,https://www.imdb.com/title/tt0026227/?ref_=adv_li_tt,"November 25, 1935"
G.H.W. Productions Ltd.,They Knew Mr. Knight,United Kingdom,Mervyn Johns;Nora Swinburne;Joyce Howard,Norman Walker,Drama,https://www.imdb.com/title/tt0038159/?ref_=adv_li_tt,"March 4, 1946"
British & Dominions Film Corporation,Talk of the Devil,United Kingdom,Ricardo Cortez;Sally Eilers;Basil Sydney,Carol Reed,Crime;Drama,https://www.imdb.com/title/tt0029637/?ref_=adv_li_tt,"December 9, 1936"
Bill and Michael Luckwell Ltd.,Hidden Homicide,United Kingdom,Griffith Jones;Patricia Laffan;James Kenney,Anthony Young,Mystery,https://www.imdb.com/title/tt0051718/?ref_=adv_li_tt,January 1959
Associated British Picture Corporation (ABPC),Heights of Danger,United Kingdom,Basil Appleby;Freda Bamford;Wilfred Downing,Peter Bradford,Drama,https://www.imdb.com/title/tt0219760/?ref_=adv_li_tt,February 1953
Two Cities Films,It's Hard to Be Good,United Kingdom,Anne Crawford;Jimmy Hanley;Raymond Huntley,Jeffrey Dell,Comedy,https://www.imdb.com/title/tt0042606/?ref_=adv_li_tt,"November 10, 1948"
Universum Film (UFA),The Temporary Widow,Germany;United Kingdom,Lilian Harvey;Laurence Olivier;Athole Stewart,Gustav Ucicky,Comedy;Mystery,https://www.imdb.com/title/tt0021458/?ref_=adv_li_tt,"October 20, 1930"
Byron Film Productions Ltd.;Ronald Shiner Productions;Henry Halstead Productions,Not Wanted on Voyage,United Kingdom,Ronald Shiner;Brian Rix;Griffith Jones,Maclean Rogers,Comedy,https://www.imdb.com/title/tt0198844/?ref_=adv_li_tt,November 1957
Gainsborough Pictures,Vote for Huggett,United Kingdom,Jack Warner;Kathleen Harrison;Susan Shaw,Ken Annakin,Comedy,https://www.imdb.com/title/tt0042028/?ref_=adv_li_tt,February 1949
Warner Brothers-First National Productions,This Was Paris,United Kingdom,Ann Dvorak;Ben Lyon;Griffith Jones,John Harlow,War;Drama,https://www.imdb.com/title/tt0035434/?ref_=adv_li_tt,"March 21, 1942"
Henry Halstead Productions,Othello,United Kingdom,John Slater;Louanne Shaw;Sebastian Cabot,David MacKane,Drama;Romance,https://www.imdb.com/title/tt0038812/?ref_=adv_li_tt,November 1946
Delta Pictures,Castle Sinister,United Kingdom,Haddon Mason;Eric Adeney;Wally Patch,Widgey R. Newman,Horror,https://www.imdb.com/title/tt0150057/?ref_=adv_li_tt,"March 30, 1932"
Royal Air Force Film Production Unit;Central Office of Information (COI);Central Office of Information (COI),School for Danger,United Kingdom,Harry Rée;Jacqueline Nearne;Teddy Baird,Teddy Baird,Drama;War,https://www.imdb.com/title/tt0177204/?ref_=adv_li_tt,"February 11, 1947"
British International Pictures (BIP),Trapped in a Submarine,United Kingdom,John Batten;Sydney Seaward;James Enstone,Walter Summers,Action;Adventure;Drama;History,https://www.imdb.com/title/tt0022136/?ref_=adv_li_tt,"January 30, 1932"
Holbein Films,The Master of Bankdam,United Kingdom,Anne Crawford;Dennis Price;Tom Walls,Walter Forde,Drama,https://www.imdb.com/title/tt0041645/?ref_=adv_li_tt,"September 29, 1947"
Gainsborough Pictures,A Night in Montmartre,United Kingdom,Horace Hodges;Hugh Williams;Franklin Dyall,Leslie S. Hiscott,Mystery,https://www.imdb.com/title/tt0022209/?ref_=adv_li_tt,"July 17, 1931"
British National Films,Old Mother Riley at Home,United Kingdom,Arthur Lucan;Kitty McShane;Freddie Forbes,Oswald Mitchell,Comedy,https://www.imdb.com/title/tt0037957/?ref_=adv_li_tt,"December 24, 1945"
Gaumont British Picture Corporation,Down River,United Kingdom,Charles Laughton;Jane Baxter;Harold Huth,Peter Godfrey,Crime;Drama,https://www.imdb.com/title/tt0156487/?ref_=adv_li_tt,"May 8, 1931"
AP Films (APF),Crossroads to Crime,United Kingdom,Miriam Karlin;George Murcell;David Graham,Gerry Anderson,Crime,https://www.imdb.com/title/tt0195618/?ref_=adv_li_tt,November 1960
Strand Film Company;British National Films,Loyal Heart,United Kingdom,Fleet;Harry Welchman;Percy Marmont,Oswald Mitchell,Drama,https://www.imdb.com/title/tt0037887/?ref_=adv_li_tt,"February 22, 1946"
Gainsborough Pictures,Bees in Paradise,United Kingdom,Arthur Askey;Anne Shelton;Peter Graves,Val Guest,Comedy;Musical,https://www.imdb.com/title/tt0036635/?ref_=adv_li_tt,"March 20, 1944"
Associated British Picture Corporation (ABPC),Bulldog Sees It Through,United Kingdom,Jack Buchanan;Greta Gynt;Sebastian Shaw,Harold Huth,Mystery,https://www.imdb.com/title/tt0031030/?ref_=adv_li_tt,"September 14, 1940"
Europa,Night Without Stars,United Kingdom,David Farrar;Nadia Gray;Maurice Teynac,Anthony Pelissier,Crime;Drama,https://www.imdb.com/title/tt0043855/?ref_=adv_li_tt,"April 4, 1951"
Nettlefold Films,Dark Secret,United Kingdom,Dinah Sheridan;Emrys Jones;Irene Handl,Maclean Rogers,Crime,https://www.imdb.com/title/tt0176643/?ref_=adv_li_tt,October 1949
Hammer Films,To Have and to Hold,United Kingdom,Avis Scott;Patrick Barr;Robert Ayres,Godfrey Grayson,Drama,https://www.imdb.com/title/tt0043051/?ref_=adv_li_tt,March 1951
Premier-Stafford Productions,Wife of General Ling,United Kingdom,Griffith Jones;Valéry Inkijinoff;Adrianne Renn,Ladislao Vajda,Adventure;Drama,https://www.imdb.com/title/tt0122316/?ref_=adv_li_tt,"April 6, 1937"
Colorama;Luckwin Productions;Tudor Productions,The Crooked Sky,United Kingdom;United States,Wayne Morris;Karin Booth;Anton Diffring,Henry Cass,Crime;Drama,https://www.imdb.com/title/tt0050274/?ref_=adv_li_tt,April 1957
Butcher's Film Service,I'll Turn to You,United Kingdom,Terry Randall;Don Stannard;Harry Welchman,Geoffrey Faithfull,Musical,https://www.imdb.com/title/tt0177852/?ref_=adv_li_tt,"April 12, 1946"
Indian & British Film Productions;Himansu Rai Film,Karma,United Kingdom;India,Devika Rani;Himanshu Rai;Abraham Sofaer,John Hunt,Drama;Romance,https://www.imdb.com/title/tt0155799/?ref_=adv_li_tt,"May 15, 1933"
Cine-Allianz Tonfilmproduktions GmbH,My Heart Is Calling,United Kingdom,Jan Kiepura;Mártha Eggerth;Sonnie Hale,Carmine Gallone,Musical,https://www.imdb.com/title/tt4421140/?ref_=adv_li_tt,"January 8, 1935"
Ron Ormond Enterprises,The Eternal Question,United Kingdom;United States,Josef Ranald;Terence Alexander;Aryl Blatchford,Ron Ormond;Anthony Young,Drama,https://www.imdb.com/title/tt0049190/?ref_=adv_li_tt,1956
Gainsborough Pictures,The Stronger Sex,United Kingdom,Colin Clive;Adrianne Allen;Gordon Harker,Gareth Gundrey,Drama,https://www.imdb.com/title/tt0022439/?ref_=adv_li_tt,"February 26, 1931"
Charles Reynolds Productions,The Scarlet Spear,United Kingdom;United States,John Bentley;Martha Hyer;Morasi,George P. Breakston;C. Ray Stahl,Adventure,https://www.imdb.com/title/tt0047452/?ref_=adv_li_tt,"March 1, 1954"
Associated Talking Pictures (ATP),Keep Fit,United Kingdom,George Formby;Kay Walsh;Guy Middleton,Anthony Kimmins,Comedy;Musical,https://www.imdb.com/title/tt0029078/?ref_=adv_li_tt,"August 18, 1937"
Associated Talking Pictures (ATP),Three Men in a Boat,United Kingdom,William Austin;Edmund Breon;Billy Milton,Graham Cutts,Comedy,https://www.imdb.com/title/tt0024662/?ref_=adv_li_tt,1933
Gaumont British Picture Corporation,The Fire Raisers,United Kingdom,Leslie Banks;Anne Grey;Carol Goodner,Michael Powell,Crime;Thriller,https://www.imdb.com/title/tt0025118/?ref_=adv_li_tt,"January 22, 1934"
Republic Pictures (I);Winwell,The Strange Case of Dr. Manning,United Kingdom,Greta Gynt;Ron Randell;Garard Green,Arthur Crabtree,Crime;Thriller,https://www.imdb.com/title/tt0052253/?ref_=adv_li_tt,1957
Associated British Picture Corporation (ABPC),House of Mystery,United Kingdom,Kenneth Kent;Judy Kelly;Peter Murray-Hill,Walter Summers,Drama;Mystery,https://www.imdb.com/title/tt0031061/?ref_=adv_li_tt,"March 2, 1940"
John Corfield Productions,Headline,United Kingdom,David Farrar;Anne Crawford;John Stuart,John Harlow,Crime;Drama;Thriller,https://www.imdb.com/title/tt0035977/?ref_=adv_li_tt,"November 16, 1943"
Eric Hakim Productions;Cinema House (I),Wives Beware,United Kingdom,Adolphe Menjou;Margaret Bannerman;Claud Allister,Fred Niblo,Comedy,https://www.imdb.com/title/tt0023630/?ref_=adv_li_tt,"March 10, 1932"
The Rank Organisation,True as a Turtle,United Kingdom,John Gregson;Cecil Parker;June Thorburn,Wendy Toye,Comedy,https://www.imdb.com/title/tt0049886/?ref_=adv_li_tt,February 1957
Raymond Stross Productions,The Frightened Bride,United Kingdom,Mai Zetterling;Michael Denison;Flora Robson,Terence Young,Drama,https://www.imdb.com/title/tt0045791/?ref_=adv_li_tt,"April 15, 1952"
British International Pictures (BIP),Out of the Blue,United Kingdom,Gene Gerrard;Jessie Matthews;Kay Hammond,Gene Gerrard,Musical,https://www.imdb.com/title/tt0022239/?ref_=adv_li_tt,"November 5, 1931"
Lawrie Productions,Strange Affection,United Kingdom,Richard Attenborough;Dorothy Alison;Colin Petersen,Wolf Rilla,Crime;Drama,https://www.imdb.com/title/tt0050934/?ref_=adv_li_tt,"October 7, 1957"
Julius Hagen Productions,Blind Justice,United Kingdom,Eva Moore;Frank Vosper;John Stuart,Bernard Vorhaus,Crime;Thriller,https://www.imdb.com/title/tt0024898/?ref_=adv_li_tt,"October 18, 1934"
British International Pictures (BIP),Dandy Dick,United Kingdom,Will Hay;Nancy Burne;Esmond Knight,William Beaudine,Comedy,https://www.imdb.com/title/tt0026258/?ref_=adv_li_tt,March 1935
Freja Film,48 Hours to Live,Sweden;United Kingdom,Anthony Steel;Birger Malmsten;Lewis Charles,Peter Bourne,Crime;Mystery,https://www.imdb.com/title/tt0053055/?ref_=adv_li_tt,"October 19, 1959"
Joe Rock Productions;Leslie Fuller Productions,Boys Will Be Girls,United Kingdom,Leslie Fuller;Nellie Wallace;Greta Gynt,Gilbert Pratt,Comedy,https://www.imdb.com/title/tt0154251/?ref_=adv_li_tt,"January 24, 1938"
Legeran,Old Bill and Son,United Kingdom,Morland Graham;John Mills;Mary Clare,Ian Dalrymple,Comedy,https://www.imdb.com/title/tt0032860/?ref_=adv_li_tt,"March 1, 1941"
Associated Radio Pictures (ARP),The Perfect Alibi,United Kingdom,Dorothy Boyd;Nigel Bruce;Audrey Carten,Basil Dean,Mystery,https://www.imdb.com/title/tt0020694/?ref_=adv_li_tt,"November 18, 1930"
E.J. Fancey Productions,Shoot to Kill,United Kingdom,Dermot Walsh;Joy Webster;John M. East,Michael Winner,Drama,https://www.imdb.com/title/tt0275674/?ref_=adv_li_tt,1960
Valiant Films;Tuscania;Scalera Film,Shadow of the Eagle,United Kingdom;Italy,Richard Greene;Valentina Cortese;Greta Gynt,Sidney Salkow,Drama,https://www.imdb.com/title/tt0042951/?ref_=adv_li_tt,"September 11, 1950"
Associated British Picture Corporation (ABPC),Warn That Man,United Kingdom,Gordon Harker;Raymond Lovell;Finlay Currie,Lawrence Huntington,Comedy;Thriller;War,https://www.imdb.com/title/tt0037445/?ref_=adv_li_tt,"July 13, 1943"
Association of Cinema Technicians (A.C.T.),Second Fiddle,United Kingdom,Adrienne Corri;Thorley Walters;Lisa Gastoni,Maurice Elvey,Comedy;Romance,https://www.imdb.com/title/tt0050946/?ref_=adv_li_tt,June 1957
Twentieth Century-Fox Productions,We're Going to Be Rich,United Kingdom,Gracie Fields;Victor McLaglen;Brian Donlevy,Monty Banks,Comedy;Drama;History;Musical,https://www.imdb.com/title/tt0030956/?ref_=adv_li_tt,"July 3, 1938"
